id,name,description,price,category,test_min,test_max
249,Леска монофильная Daiwa Sensor 0.22мм 150м,Прозрачная монофильная леска с отличной прочностью.,450,Лески и шнуры,,
250,Флюорокарбон Sunline Sniper BMS 0.26мм 50м,Мягкий и невидимый в воде флюорокарбон.,720,Лески и шнуры,,
251,Шнур плетёный Varivas High Grade PE 0.8 150м,Японская плетёнка премиум-класса с круглым сечением.,2390,Лески и шнуры,,
252,Леска монофильная Trabucco Strong 0.30мм 150м,Усиленная монофильная леска для карповой ловли.,520,Лески и шнуры,,
253,Крючки Owner 50922 №8 (15 шт),Тонкие крючки для поплавочной ловли.,350,Крючки,,
254,Крючки Gamakatsu LS-5313N №5 (10 шт),Универсальные крючки с лопаткой для насаживания червя.,270,Крючки,,
255,Крючки Mustad Ultra Point 32608 №2 (10 шт),Кованые крючки с супер-острым жалом.,230,Крючки,,
256,Офсетные крючки VMC 7119 №3/0 (10 шт),Широкие офсетники для объёмных силиконовых приманок.,470,Крючки,,
257,Крючки карповые Korda Wide Gape 4 (10 шт),Популярные крючки для волосяной оснастки.,390,Крючки,,
258,Поплавок Drennan Crystal 3г,Прозрачный поплавок для осторожной рыбы.,240,Поплавки,,
259,Поплавок Maver Styl 2г,Лёгкий бальзовый поплавок для матчевой ловли.,250,Поплавки,,
260,Поплавок Preston Durafloat 3г,Плавающий поплавок с отличной видимостью.,180,Поплавки,,
261,Поплавок Colmic Cronos 3г,Спортивный поплавок с высокой чувствительностью.,200,Поплавки,,
262,Поплавок скользящий 8г,Скользящий поплавок для дальнего заброса.,150,Поплавки,,
263,Кормушка металлическая 50г (клетка),Тяжёлая флет-кормушка для сильного течения.,220,Кормушки,,
264,Кормушка методная 60г,Крупная кормушка для быстрого закорма.,260,Кормушки,,
265,Кормушка флэт 30г,Плоская кормушка для стоячей воды.,185,Кормушки,,
266,Кормушка-пуля Preston 30г,Обтекаемая кормушка для точного заброса.,195,Кормушки,,
267,Кормушка Feeder basket 40г,Универсальная корзинка для стартового закорма.,170,Кормушки,,
268,Прикормка Sensas 3000 Carp 2кг,Французская прикормка для карпа с крупными фракциями.,690,Прикормка,,
269,Прикормка Dunaev Premium Универсал 1.5кг,Сбалансированная прикормка для разной рыбы.,490,Прикормка,,
270,Прикормка Trapper Карась 1кг,Ароматная прикормка с запахом аниса для карася.,370,Прикормка,,
271,Зимний костюм Shimano Kairiki Pro,Усиленный мембранный костюм для экстремальных условий.,24500,Одежда,,
272,Летний костюм Norfin Air,Максимально дышащий костюм для жары.,10900,Одежда,,
273,Демисезонный костюм Daiwa Airdrive,Лёгкий непродуваемый костюм для весны и осени.,9900,Одежда,,
274,Куртка зимняя Rapala Max,Тёплая куртка с утеплителем Thinsulate.,13900,Одежда,,
275,Перчатки флисовые Norfin,Мягкие перчатки для прохладной погоды.,990,Одежда,,
276,Шапка зимняя Lucky John,Тёплая шапка с флисовой подкладкой.,790,Одежда,,
277,Ботинки зимние EVA Nordman Pro,Лёгкие и тёплые ботинки для зимней рыбалки.,4990,Одежда,,
278,Сапоги болотные Norfin Hike,Высокие сапоги с усиленной подошвой.,4590,Одежда,,
279,Жилет спасательный автоматический,Надувной жилет с ручным и автоматическим срабатыванием.,6990,Одежда,,
280,Костюм поплавковый Fox,Лёгкий водоотталкивающий костюм для лета.,11900,Одежда,,
281,Ящик для снастей Plano 7771,Вместительный ящик с водонепроницаемым уплотнителем.,5590,Аксессуары,,
282,Сумка-холодильник Salmo 30л,Увеличенная термосумка для крупного улова.,4450,Аксессуары,,
